Dataset Size,Sequential Time,Parallel Time,Speedup
100,0.000753400003304705,1.642770800011931,0.0004586154095867989
1000,0.004103899991605431,1.7699737999937497,0.002318621886730709
10000,0.03997260000323877,4.736492500000168,0.008439282866643904
